Name,Kind,Slot,HitKind,MultPve,MultPvp,Notes
Curved Sword Talisman,Talisman,Passive,Storm,1.0,1.0,Increases damage by 1.2x (holy bugged in PvP: 1x) with guard counters
Curved Sword Talisman,Talisman,Passive,ThrownWeapon,1.0,1.0,Increases damage by 1.2x (holy bugged in PvP: 1x) with guard counters
Curved Sword Talisman,Talisman,Passive,TwoHanded,1.0,1.0,Increases damage by 1.2x (holy bugged in PvP: 1x) with guard counters
Dagger Talisman,Talisman,Passive,All,1.0,1.0,Crit/riposte only. EffectData 1.17x (practical 1.16).
Dagger Talisman,Talisman,Passive,Skill,1.0,1.0,Crit/riposte only. EffectData 1.17x (practical 1.16).
Dagger Talisman,Talisman,Passive,ChargedSkill,1.0,1.0,Crit/riposte only. EffectData 1.17x (practical 1.16).
Dagger Talisman,Talisman,Passive,Crit,1.17,1.16,Crit/riposte only. EffectData 1.17x (practical 1.16).
Dagger Talisman,Talisman,Passive,Jump,1.0,1.0,Crit/riposte only. EffectData 1.17x (practical 1.16).
Dagger Talisman,Talisman,Passive,ChargedR2,1.0,1.0,Crit/riposte only. EffectData 1.17x (practical 1.16).
Dagger Talisman,Talisman,Passive,Successive,1.0,1.0,Crit/riposte only. EffectData 1.17x (practical 1.16).
Dagger Talisman,Talisman,Passive,Physical,1.0,1.0,Crit/riposte only. EffectData 1.17x (practical 1.16).
Dagger Talisman,Talisman,Passive,Dashing,1.0,1.0,Crit/riposte only. EffectData 1.17x (practical 1.16).
Dagger Talisman,Talisman,Passive,FinalLight,1.0,1.0,Crit/riposte only. EffectData 1.17x (practical 1.16).
Dagger Talisman,Talisman,Passive,GuardCounter,1.0,1.0,Crit/riposte only. EffectData 1.17x (practical 1.16).
Dagger Talisman,Talisman,Passive,Horseback,1.0,1.0,Crit/riposte only. EffectData 1.17x (practical 1.16).
Dagger Talisman,Talisman,Passive,KickStomp,1.0,1.0,Crit/riposte only. EffectData 1.17x (practical 1.16).
Dagger Talisman,Talisman,Passive,Magma,1.0,1.0,Crit/riposte only. EffectData 1.17x (practical 1.16).
Dagger Talisman,Talisman,Passive,Perfume,1.0,1.0,Crit/riposte only. EffectData 1.17x (practical 1.16).
Dagger Talisman,Talisman,Passive,Pot,1.0,1.0,Crit/riposte only. EffectData 1.17x (practical 1.16).
Dagger Talisman,Talisman,Passive,Ranged,1.0,1.0,Crit/riposte only. EffectData 1.17x (practical 1.16).
Dagger Talisman,Talisman,Passive,RangedAimed,1.0,1.0,Crit/riposte only. EffectData 1.17x (practical 1.16).
Dagger Talisman,Talisman,Passive,Roar,1.0,1.0,Crit/riposte only. EffectData 1.17x (practical 1.16).
Dagger Talisman,Talisman,Passive,RollBackstep,1.0,1.0,Crit/riposte only. EffectData 1.17x (practical 1.16).
Dagger Talisman,Talisman,Passive,Storm,1.0,1.0,Crit/riposte only. EffectData 1.17x (practical 1.16).
Dagger Talisman,Talisman,Passive,ThrownWeapon,1.0,1.0,Crit/riposte only. EffectData 1.17x (practical 1.16).
Dagger Talisman,Talisman,Passive,TwoHanded,1.0,1.0,Crit/riposte only. EffectData 1.17x (practical 1.16).
Determination,Ash,Unique,All,1.6,1.6,10s unique self-buff. Overwrites Royal Knight's Resolve.
Determination,Ash,Unique,Skill,1.6,1.6,10s unique self-buff. Overwrites Royal Knight's Resolve.
Determination,Ash,Unique,ChargedSkill,1.6,1.6,10s unique self-buff. Overwrites Royal Knight's Resolve.
Determination,Ash,Unique,Crit,1.6,1.6,10s unique self-buff. Overwrites Royal Knight's Resolve.
Determination,Ash,Unique,Jump,1.6,1.6,10s unique self-buff. Overwrites Royal Knight's Resolve.
Determination,Ash,Unique,ChargedR2,1.6,1.6,10s unique self-buff. Overwrites Royal Knight's Resolve.
Determination,Ash,Unique,Successive,1.6,1.6,10s unique self-buff. Overwrites Royal Knight's Resolve.
Determination,Ash,Unique,Physical,1.6,1.6,10s unique self-buff. Overwrites Royal Knight's Resolve.
Determination,Ash,Unique,Dashing,1.6,1.6,10s unique self-buff. Overwrites Royal Knight's Resolve.
Determination,Ash,Unique,FinalLight,1.6,1.6,10s unique self-buff. Overwrites Royal Knight's Resolve.
Determination,Ash,Unique,GuardCounter,1.6,1.6,10s unique self-buff. Overwrites Royal Knight's Resolve.
Determination,Ash,Unique,Horseback,1.6,1.6,10s unique self-buff. Overwrites Royal Knight's Resolve.
Determination,Ash,Unique,KickStomp,1.6,1.6,10s unique self-buff. Overwrites Royal Knight's Resolve.
Determination,Ash,Unique,Magma,1.6,1.6,10s unique self-buff. Overwrites Royal Knight's Resolve.
Determination,Ash,Unique,Perfume,1.6,1.6,10s unique self-buff. Overwrites Royal Knight's Resolve.
Determination,Ash,Unique,Pot,1.6,1.6,10s unique self-buff. Overwrites Royal Knight's Resolve.
Determination,Ash,Unique,Ranged,1.6,1.6,10s unique self-buff. Overwrites Royal Knight's Resolve.
Determination,Ash,Unique,RangedAimed,1.6,1.6,10s unique self-buff. Overwrites Royal Knight's Resolve.
Determination,Ash,Unique,Roar,1.6,1.6,10s unique self-buff. Overwrites Royal Knight's Resolve.
Determination,Ash,Unique,RollBackstep,1.6,1.6,10s unique self-buff. Overwrites Royal Knight's Resolve.
Determination,Ash,Unique,Storm,1.6,1.6,10s unique self-buff. Overwrites Royal Knight's Resolve.
Determination,Ash,Unique,ThrownWeapon,1.6,1.6,10s unique self-buff. Overwrites Royal Knight's Resolve.
Determination,Ash,Unique,TwoHanded,1.6,1.6,10s unique self-buff. Overwrites Royal Knight's Resolve.
Dried Bouquet,Talisman,Passive,All,1.2,1.2,Increases damage by 1.2x for 30 seconds after spirit ash death
Dried Bouquet,Talisman,Passive,Skill,1.2,1.2,Increases damage by 1.2x for 30 seconds after spirit ash death
Dried Bouquet,Talisman,Passive,ChargedSkill,1.2,1.2,Increases damage by 1.2x for 30 seconds after spirit ash death
Dried Bouquet,Talisman,Passive,Crit,1.2,1.2,Increases damage by 1.2x for 30 seconds after spirit ash death
Dried Bouquet,Talisman,Passive,Jump,1.2,1.2,Increases damage by 1.2x for 30 seconds after spirit ash death
Dried Bouquet,Talisman,Passive,ChargedR2,1.2,1.2,Increases damage by 1.2x for 30 seconds after spirit ash death
Dried Bouquet,Talisman,Passive,Successive,1.2,1.2,Increases damage by 1.2x for 30 seconds after spirit ash death
Dried Bouquet,Talisman,Passive,Physical,1.2,1.2,Increases damage by 1.2x for 30 seconds after spirit ash death
Dried Bouquet,Talisman,Passive,Dashing,1.2,1.2,Increases damage by 1.2x for 30 seconds after spirit ash death
Dried Bouquet,Talisman,Passive,FinalLight,1.2,1.2,Increases damage by 1.2x for 30 seconds after spirit ash death
Dried Bouquet,Talisman,Passive,GuardCounter,1.2,1.2,Increases damage by 1.2x for 30 seconds after spirit ash death
Dried Bouquet,Talisman,Passive,Horseback,1.2,1.2,Increases damage by 1.2x for 30 seconds after spirit ash death
Dried Bouquet,Talisman,Passive,KickStomp,1.2,1.2,Increases damage by 1.2x for 30 seconds after spirit ash death
Dried Bouquet,Talisman,Passive,Magma,1.2,1.2,Increases damage by 1.2x for 30 seconds after spirit ash death
Dried Bouquet,Talisman,Passive,Perfume,1.2,1.2,Increases damage by 1.2x for 30 seconds after spirit ash death
Dried Bouquet,Talisman,Passive,Pot,1.2,1.2,Increases damage by 1.2x for 30 seconds after spirit ash death
Dried Bouquet,Talisman,Passive,Ranged,1.2,1.2,Increases damage by 1.2x for 30 seconds after spirit ash death
Dried Bouquet,Talisman,Passive,RangedAimed,1.2,1.2,Increases damage by 1.2x for 30 seconds after spirit ash death
Dried Bouquet,Talisman,Passive,Roar,1.2,1.2,Increases damage by 1.2x for 30 seconds after spirit ash death
Dried Bouquet,Talisman,Passive,RollBackstep,1.2,1.2,Increases damage by 1.2x for 30 seconds after spirit ash death
Dried Bouquet,Talisman,Passive,Storm,1.2,1.2,Increases damage by 1.2x for 30 seconds after spirit ash death
Dried Bouquet,Talisman,Passive,ThrownWeapon,1.2,1.2,Increases damage by 1.2x for 30 seconds after spirit ash death
Dried Bouquet,Talisman,Passive,TwoHanded,1.2,1.2,Increases damage by 1.2x for 30 seconds after spirit ash death
Enraged Divine Beast,Talisman,Passive,All,1.0,1.0,Increases damage by 1.1x  with storm attacks
Enraged Divine Beast,Talisman,Passive,Skill,1.0,1.0,Increases damage by 1.1x  with storm attacks
Enraged Divine Beast,Talisman,Passive,ChargedSkill,1.0,1.0,Increases damage by 1.1x  with storm attacks
Enraged Divine Beast,Talisman,Passive,Crit,1.0,1.0,Increases damage by 1.1x  with storm attacks
Enraged Divine Beast,Talisman,Passive,Jump,1.0,1.0,Increases damage by 1.1x  with storm attacks
Enraged Divine Beast,Talisman,Passive,ChargedR2,1.0,1.0,Increases damage by 1.1x  with storm attacks
Enraged Divine Beast,Talisman,Passive,Successive,1.0,1.0,Increases damage by 1.1x  with storm attacks
Enraged Divine Beast,Talisman,Passive,Physical,1.0,1.0,Increases damage by 1.1x  with storm attacks
Enraged Divine Beast,Talisman,Passive,Dashing,1.0,1.0,Increases damage by 1.1x  with storm attacks
Enraged Divine Beast,Talisman,Passive,FinalLight,1.0,1.0,Increases damage by 1.1x  with storm attacks
Enraged Divine Beast,Talisman,Passive,GuardCounter,1.0,1.0,Increases damage by 1.1x  with storm attacks
Enraged Divine Beast,Talisman,Passive,Horseback,1.0,1.0,Increases damage by 1.1x  with storm attacks
Enraged Divine Beast,Talisman,Passive,KickStomp,1.0,1.0,Increases damage by 1.1x  with storm attacks
Enraged Divine Beast,Talisman,Passive,Magma,1.0,1.0,Increases damage by 1.1x  with storm attacks
Enraged Divine Beast,Talisman,Passive,Perfume,1.0,1.0,Increases damage by 1.1x  with storm attacks
Enraged Divine Beast,Talisman,Passive,Pot,1.0,1.0,Increases damage by 1.1x  with storm attacks
Enraged Divine Beast,Talisman,Passive,Ranged,1.0,1.0,Increases damage by 1.1x  with storm attacks
Enraged Divine Beast,Talisman,Passive,RangedAimed,1.0,1.0,Increases damage by 1.1x  with storm attacks
Enraged Divine Beast,Talisman,Passive,Roar,1.0,1.0,Increases damage by 1.1x  with storm attacks
Enraged Divine Beast,Talisman,Passive,RollBackstep,1.0,1.0,Increases damage by 1.1x  with storm attacks
Enraged Divine Beast,Talisman,Passive,Storm,1.1,1.1,Increases damage by 1.1x  with storm attacks
Enraged Divine Beast,Talisman,Passive,ThrownWeapon,1.0,1.0,Increases damage by 1.1x  with storm attacks
Enraged Divine Beast,Talisman,Passive,TwoHanded,1.0,1.0,Increases damage by 1.1x  with storm attacks
Exalted Flesh,Consumable,Body,All,1.2,1.15,Physical 1.2x / 30s. Overwrites Flame Grant Me Strength. No Faith.
Exalted Flesh,Consumable,Body,Skill,1.2,1.15,Physical 1.2x / 30s. Overwrites Flame Grant Me Strength. No Faith.
Exalted Flesh,Consumable,Body,ChargedSkill,1.2,1.15,Physical 1.2x / 30s. Overwrites Flame Grant Me Strength. No Faith.
Exalted Flesh,Consumable,Body,Crit,1.2,1.15,Physical 1.2x / 30s. Overwrites Flame Grant Me Strength. No Faith.
Exalted Flesh,Consumable,Body,Jump,1.2,1.15,Physical 1.2x / 30s. Overwrites Flame Grant Me Strength. No Faith.
Exalted Flesh,Consumable,Body,ChargedR2,1.2,1.15,Physical 1.2x / 30s. Overwrites Flame Grant Me Strength. No Faith.
Exalted Flesh,Consumable,Body,Successive,1.2,1.15,Physical 1.2x / 30s. Overwrites Flame Grant Me Strength. No Faith.
Exalted Flesh,Consumable,Body,Physical,1.2,1.15,Physical 1.2x / 30s. Overwrites Flame Grant Me Strength. No Faith.
Exalted Flesh,Consumable,Body,Dashing,1.2,1.15,Physical 1.2x / 30s. Overwrites Flame Grant Me Strength. No Faith.
Exalted Flesh,Consumable,Body,FinalLight,1.2,1.15,Physical 1.2x / 30s. Overwrites Flame Grant Me Strength. No Faith.
Exalted Flesh,Consumable,Body,GuardCounter,1.2,1.15,Physical 1.2x / 30s. Overwrites Flame Grant Me Strength. No Faith.
Exalted Flesh,Consumable,Body,Horseback,1.2,1.15,Physical 1.2x / 30s. Overwrites Flame Grant Me Strength. No Faith.
Exalted Flesh,Consumable,Body,KickStomp,1.2,1.15,Physical 1.2x / 30s. Overwrites Flame Grant Me Strength. No Faith.
Exalted Flesh,Consumable,Body,Magma,1.2,1.15,Physical 1.2x / 30s. Overwrites Flame Grant Me Strength. No Faith.
Exalted Flesh,Consumable,Body,Perfume,1.2,1.15,Physical 1.2x / 30s. Overwrites Flame Grant Me Strength. No Faith.
Exalted Flesh,Consumable,Body,Pot,1.2,1.15,Physical 1.2x / 30s. Overwrites Flame Grant Me Strength. No Faith.
Exalted Flesh,Consumable,Body,Ranged,1.2,1.15,Physical 1.2x / 30s. Overwrites Flame Grant Me Strength. No Faith.
Exalted Flesh,Consumable,Body,RangedAimed,1.2,1.15,Physical 1.2x / 30s. Overwrites Flame Grant Me Strength. No Faith.
Exalted Flesh,Consumable,Body,Roar,1.2,1.15,Physical 1.2x / 30s. Overwrites Flame Grant Me Strength. No Faith.
Exalted Flesh,Consumable,Body,RollBackstep,1.2,1.15,Physical 1.2x / 30s. Overwrites Flame Grant Me Strength. No Faith.
Exalted Flesh,Consumable,Body,Storm,1.2,1.15,Physical 1.2x / 30s. Overwrites Flame Grant Me Strength. No Faith.
Exalted Flesh,Consumable,Body,ThrownWeapon,1.2,1.15,Physical 1.2x / 30s. Overwrites Flame Grant Me Strength. No Faith.
Exalted Flesh,Consumable,Body,TwoHanded,1.2,1.15,Physical 1.2x / 30s. Overwrites Flame Grant Me Strength. No Faith.
Godfrey Icon,Talisman,Passive,All,1.0,1.0,Charged skills and charged R2. Stacks with Alexander on charged skills.
Godfrey Icon,Talisman,Passive,Skill,1.0,1.0,Charged skills and charged R2. Stacks with Alexander on charged skills.
Godfrey Icon,Talisman,Passive,ChargedSkill,1.15,1.15,Charged skills and charged R2. Stacks with Alexander on charged skills.
Godfrey Icon,Talisman,Passive,Crit,1.0,1.0,Charged skills and charged R2. Stacks with Alexander on charged skills.
Godfrey Icon,Talisman,Passive,Jump,1.0,1.0,Charged skills and charged R2. Stacks with Alexander on charged skills.
Godfrey Icon,Talisman,Passive,ChargedR2,1.15,1.15,Charged skills and charged R2. Stacks with Alexander on charged skills.
Godfrey Icon,Talisman,Passive,Successive,1.0,1.0,Charged skills and charged R2. Stacks with Alexander on charged skills.
Godfrey Icon,Talisman,Passive,Physical,1.0,1.0,Charged skills and charged R2. Stacks with Alexander on charged skills.
Godfrey Icon,Talisman,Passive,Dashing,1.0,1.0,Charged skills and charged R2. Stacks with Alexander on charged skills.
Godfrey Icon,Talisman,Passive,FinalLight,1.0,1.0,Charged skills and charged R2. Stacks with Alexander on charged skills.
Godfrey Icon,Talisman,Passive,GuardCounter,1.0,1.0,Charged skills and charged R2. Stacks with Alexander on charged skills.
Godfrey Icon,Talisman,Passive,Horseback,1.0,1.0,Charged skills and charged R2. Stacks with Alexander on charged skills.
Godfrey Icon,Talisman,Passive,KickStomp,1.0,1.0,Charged skills and charged R2. Stacks with Alexander on charged skills.
Godfrey Icon,Talisman,Passive,Magma,1.0,1.0,Charged skills and charged R2. Stacks with Alexander on charged skills.
Godfrey Icon,Talisman,Passive,Perfume,1.0,1.0,Charged skills and charged R2. Stacks with Alexander on charged skills.
Godfrey Icon,Talisman,Passive,Pot,1.0,1.0,Charged skills and charged R2. Stacks with Alexander on charged skills.
Godfrey Icon,Talisman,Passive,Ranged,1.0,1.0,Charged skills and charged R2. Stacks with Alexander on charged skills.
Godfrey Icon,Talisman,Passive,RangedAimed,1.0,1.0,Charged skills and charged R2. Stacks with Alexander on charged skills.
Godfrey Icon,Talisman,Passive,Roar,1.0,1.0,Charged skills and charged R2. Stacks with Alexander on charged skills.
Godfrey Icon,Talisman,Passive,RollBackstep,1.0,1.0,Charged skills and charged R2. Stacks with Alexander on charged skills.
Godfrey Icon,Talisman,Passive,Storm,1.0,1.0,Charged skills and charged R2. Stacks with Alexander on charged skills.
Godfrey Icon,Talisman,Passive,ThrownWeapon,1.0,1.0,Charged skills and charged R2. Stacks with Alexander on charged skills.
Godfrey Icon,Talisman,Passive,TwoHanded,1.0,1.0,Charged skills and charged R2. Stacks with Alexander on charged skills.
Golden Vow (Ash),Ash,Aura,All,1.115,1.075,No Faith. Overwrites spell/tool. ~11.5% AR. Weaker than spell.
Golden Vow (Ash),Ash,Aura,Skill,1.115,1.075,No Faith. Overwrites spell/tool. ~11.5% AR. Weaker than spell.
Golden Vow (Ash),Ash,Aura,ChargedSkill,1.115,1.075,No Faith. Overwrites spell/tool. ~11.5% AR. Weaker than spell.
Golden Vow (Ash),Ash,Aura,Crit,1.115,1.075,No Faith. Overwrites spell/tool. ~11.5% AR. Weaker than spell.
Golden Vow (Ash),Ash,Aura,Jump,1.115,1.075,No Faith. Overwrites spell/tool. ~11.5% AR. Weaker than spell.
Golden Vow (Ash),Ash,Aura,ChargedR2,1.115,1.075,No Faith. Overwrites spell/tool. ~11.5% AR. Weaker than spell.
Golden Vow (Ash),Ash,Aura,Successive,1.115,1.075,No Faith. Overwrites spell/tool. ~11.5% AR. Weaker than spell.
Golden Vow (Ash),Ash,Aura,Physical,1.115,1.075,No Faith. Overwrites spell/tool. ~11.5% AR. Weaker than spell.
Golden Vow (Ash),Ash,Aura,Dashing,1.115,1.075,No Faith. Overwrites spell/tool. ~11.5% AR. Weaker than spell.
Golden Vow (Ash),Ash,Aura,FinalLight,1.115,1.075,No Faith. Overwrites spell/tool. ~11.5% AR. Weaker than spell.
Golden Vow (Ash),Ash,Aura,GuardCounter,1.115,1.075,No Faith. Overwrites spell/tool. ~11.5% AR. Weaker than spell.
Golden Vow (Ash),Ash,Aura,Horseback,1.115,1.075,No Faith. Overwrites spell/tool. ~11.5% AR. Weaker than spell.
Golden Vow (Ash),Ash,Aura,KickStomp,1.115,1.075,No Faith. Overwrites spell/tool. ~11.5% AR. Weaker than spell.
Golden Vow (Ash),Ash,Aura,Magma,1.115,1.075,No Faith. Overwrites spell/tool. ~11.5% AR. Weaker than spell.
Golden Vow (Ash),Ash,Aura,Perfume,1.115,1.075,No Faith. Overwrites spell/tool. ~11.5% AR. Weaker than spell.
Golden Vow (Ash),Ash,Aura,Pot,1.115,1.075,No Faith. Overwrites spell/tool. ~11.5% AR. Weaker than spell.
Golden Vow (Ash),Ash,Aura,Ranged,1.115,1.075,No Faith. Overwrites spell/tool. ~11.5% AR. Weaker than spell.
Golden Vow (Ash),Ash,Aura,RangedAimed,1.115,1.075,No Faith. Overwrites spell/tool. ~11.5% AR. Weaker than spell.
Golden Vow (Ash),Ash,Aura,Roar,1.115,1.075,No Faith. Overwrites spell/tool. ~11.5% AR. Weaker than spell.
Golden Vow (Ash),Ash,Aura,RollBackstep,1.115,1.075,No Faith. Overwrites spell/tool. ~11.5% AR. Weaker than spell.
Golden Vow (Ash),Ash,Aura,Storm,1.115,1.075,No Faith. Overwrites spell/tool. ~11.5% AR. Weaker than spell.
Golden Vow (Ash),Ash,Aura,ThrownWeapon,1.115,1.075,No Faith. Overwrites spell/tool. ~11.5% AR. Weaker than spell.
Golden Vow (Ash),Ash,Aura,TwoHanded,1.115,1.075,No Faith. Overwrites spell/tool. ~11.5% AR. Weaker than spell.
Golden Vow (Spell),Spell,Aura,All,1.15,1.075,25 FTH. Overwrites Golden Vow ash and tool. 80s. +10% negation not in this product.
Golden Vow (Spell),Spell,Aura,Skill,1.15,1.075,25 FTH. Overwrites Golden Vow ash and tool. 80s. +10% negation not in this product.
Golden Vow (Spell),Spell,Aura,ChargedSkill,1.15,1.075,25 FTH. Overwrites Golden Vow ash and tool. 80s. +10% negation not in this product.
Golden Vow (Spell),Spell,Aura,Crit,1.15,1.075,25 FTH. Overwrites Golden Vow ash and tool. 80s. +10% negation not in this product.
Golden Vow (Spell),Spell,Aura,Jump,1.15,1.075,25 FTH. Overwrites Golden Vow ash and tool. 80s. +10% negation not in this product.
Golden Vow (Spell),Spell,Aura,ChargedR2,1.15,1.075,25 FTH. Overwrites Golden Vow ash and tool. 80s. +10% negation not in this product.
Golden Vow (Spell),Spell,Aura,Successive,1.15,1.075,25 FTH. Overwrites Golden Vow ash and tool. 80s. +10% negation not in this product.
Golden Vow (Spell),Spell,Aura,Physical,1.15,1.075,25 FTH. Overwrites Golden Vow ash and tool. 80s. +10% negation not in this product.
Golden Vow (Spell),Spell,Aura,Dashing,1.15,1.075,25 FTH. Overwrites Golden Vow ash and tool. 80s. +10% negation not in this product.
Golden Vow (Spell),Spell,Aura,FinalLight,1.15,1.075,25 FTH. Overwrites Golden Vow ash and tool. 80s. +10% negation not in this product.
Golden Vow (Spell),Spell,Aura,GuardCounter,1.15,1.075,25 FTH. Overwrites Golden Vow ash and tool. 80s. +10% negation not in this product.
Golden Vow (Spell),Spell,Aura,Horseback,1.15,1.075,25 FTH. Overwrites Golden Vow ash and tool. 80s. +10% negation not in this product.
Golden Vow (Spell),Spell,Aura,KickStomp,1.15,1.075,25 FTH. Overwrites Golden Vow ash and tool. 80s. +10% negation not in this product.
Golden Vow (Spell),Spell,Aura,Magma,1.15,1.075,25 FTH. Overwrites Golden Vow ash and tool. 80s. +10% negation not in this product.
Golden Vow (Spell),Spell,Aura,Perfume,1.15,1.075,25 FTH. Overwrites Golden Vow ash and tool. 80s. +10% negation not in this product.
Golden Vow (Spell),Spell,Aura,Pot,1.15,1.075,25 FTH. Overwrites Golden Vow ash and tool. 80s. +10% negation not in this product.
Golden Vow (Spell),Spell,Aura,Ranged,1.15,1.075,25 FTH. Overwrites Golden Vow ash and tool. 80s. +10% negation not in this product.
Golden Vow (Spell),Spell,Aura,RangedAimed,1.15,1.075,25 FTH. Overwrites Golden Vow ash and tool. 80s. +10% negation not in this product.
Golden Vow (Spell),Spell,Aura,Roar,1.15,1.075,25 FTH. Overwrites Golden Vow ash and tool. 80s. +10% negation not in this product.
Golden Vow (Spell),Spell,Aura,RollBackstep,1.15,1.075,25 FTH. Overwrites Golden Vow ash and tool. 80s. +10% negation not in this product.
Golden Vow (Spell),Spell,Aura,Storm,1.15,1.075,25 FTH. Overwrites Golden Vow ash and tool. 80s. +10% negation not in this product.
Golden Vow (Spell),Spell,Aura,ThrownWeapon,1.15,1.075,25 FTH. Overwrites Golden Vow ash and tool. 80s. +10% negation not in this product.
Golden Vow (Spell),Spell,Aura,TwoHanded,1.15,1.075,25 FTH. Overwrites Golden Vow ash and tool. 80s. +10% negation not in this product.
Golden Vow (Tool),Consumable,Aura,All,1.127,1.05,No Faith. EffectData 1.127x / +8.8% neg / 45s. Overwrites spell/ash.
Golden Vow (Tool),Consumable,Aura,Skill,1.127,1.05,No Faith. EffectData 1.127x / +8.8% neg / 45s. Overwrites spell/ash.
Golden Vow (Tool),Consumable,Aura,ChargedSkill,1.127,1.05,No Faith. EffectData 1.127x / +8.8% neg / 45s. Overwrites spell/ash.
Golden Vow (Tool),Consumable,Aura,Crit,1.127,1.05,No Faith. EffectData 1.127x / +8.8% neg / 45s. Overwrites spell/ash.
Golden Vow (Tool),Consumable,Aura,Jump,1.127,1.05,No Faith. EffectData 1.127x / +8.8% neg / 45s. Overwrites spell/ash.
Golden Vow (Tool),Consumable,Aura,ChargedR2,1.127,1.05,No Faith. EffectData 1.127x / +8.8% neg / 45s. Overwrites spell/ash.
Golden Vow (Tool),Consumable,Aura,Successive,1.127,1.05,No Faith. EffectData 1.127x / +8.8% neg / 45s. Overwrites spell/ash.
Golden Vow (Tool),Consumable,Aura,Physical,1.127,1.05,No Faith. EffectData 1.127x / +8.8% neg / 45s. Overwrites spell/ash.
Golden Vow (Tool),Consumable,Aura,Dashing,1.127,1.05,No Faith. EffectData 1.127x / +8.8% neg / 45s. Overwrites spell/ash.
Golden Vow (Tool),Consumable,Aura,FinalLight,1.127,1.05,No Faith. EffectData 1.127x / +8.8% neg / 45s. Overwrites spell/ash.
Golden Vow (Tool),Consumable,Aura,GuardCounter,1.127,1.05,No Faith. EffectData 1.127x / +8.8% neg / 45s. Overwrites spell/ash.
Golden Vow (Tool),Consumable,Aura,Horseback,1.127,1.05,No Faith. EffectData 1.127x / +8.8% neg / 45s. Overwrites spell/ash.
Golden Vow (Tool),Consumable,Aura,KickStomp,1.127,1.05,No Faith. EffectData 1.127x / +8.8% neg / 45s. Overwrites spell/ash.
Golden Vow (Tool),Consumable,Aura,Magma,1.127,1.05,No Faith. EffectData 1.127x / +8.8% neg / 45s. Overwrites spell/ash.
Golden Vow (Tool),Consumable,Aura,Perfume,1.127,1.05,No Faith. EffectData 1.127x / +8.8% neg / 45s. Overwrites spell/ash.
Golden Vow (Tool),Consumable,Aura,Pot,1.127,1.05,No Faith. EffectData 1.127x / +8.8% neg / 45s. Overwrites spell/ash.
Golden Vow (Tool),Consumable,Aura,Ranged,1.127,1.05,No Faith. EffectData 1.127x / +8.8% neg / 45s. Overwrites spell/ash.
Golden Vow (Tool),Consumable,Aura,RangedAimed,1.127,1.05,No Faith. EffectData 1.127x / +8.8% neg / 45s. Overwrites spell/ash.
Golden Vow (Tool),Consumable,Aura,Roar,1.127,1.05,No Faith. EffectData 1.127x / +8.8% neg / 45s. Overwrites spell/ash.
Golden Vow (Tool),Consumable,Aura,RollBackstep,1.127,1.05,No Faith. EffectData 1.127x / +8.8% neg / 45s. Overwrites spell/ash.
Golden Vow (Tool),Consumable,Aura,Storm,1.127,1.05,No Faith. EffectData 1.127x / +8.8% neg / 45s. Overwrites spell/ash.
Golden Vow (Tool),Consumable,Aura,ThrownWeapon,1.127,1.05,No Faith. EffectData 1.127x / +8.8% neg / 45s. Overwrites spell/ash.
Golden Vow (Tool),Consumable,Aura,TwoHanded,1.127,1.05,No Faith. EffectData 1.127x / +8.8% neg / 45s. Overwrites spell/ash.
Kindred of Rot's Exultation,Talisman,Passive,All,1.2,1.2,Increases damage by 1.2x for 20 seconds when poison/scarlet rot is triggered within 7m
Kindred of Rot's Exultation,Talisman,Passive,Skill,1.2,1.2,Increases damage by 1.2x for 20 seconds when poison/scarlet rot is triggered within 7m
Kindred of Rot's Exultation,Talisman,Passive,ChargedSkill,1.2,1.2,Increases damage by 1.2x for 20 seconds when poison/scarlet rot is triggered within 7m
Kindred of Rot's Exultation,Talisman,Passive,Crit,1.2,1.2,Increases damage by 1.2x for 20 seconds when poison/scarlet rot is triggered within 7m
Kindred of Rot's Exultation,Talisman,Passive,Jump,1.2,1.2,Increases damage by 1.2x for 20 seconds when poison/scarlet rot is triggered within 7m
Kindred of Rot's Exultation,Talisman,Passive,ChargedR2,1.2,1.2,Increases damage by 1.2x for 20 seconds when poison/scarlet rot is triggered within 7m
Kindred of Rot's Exultation,Talisman,Passive,Successive,1.2,1.2,Increases damage by 1.2x for 20 seconds when poison/scarlet rot is triggered within 7m
Kindred of Rot's Exultation,Talisman,Passive,Physical,1.2,1.2,Increases damage by 1.2x for 20 seconds when poison/scarlet rot is triggered within 7m
Kindred of Rot's Exultation,Talisman,Passive,Dashing,1.2,1.2,Increases damage by 1.2x for 20 seconds when poison/scarlet rot is triggered within 7m
Kindred of Rot's Exultation,Talisman,Passive,FinalLight,1.2,1.2,Increases damage by 1.2x for 20 seconds when poison/scarlet rot is triggered within 7m
Kindred of Rot's Exultation,Talisman,Passive,GuardCounter,1.2,1.2,Increases damage by 1.2x for 20 seconds when poison/scarlet rot is triggered within 7m
Kindred of Rot's Exultation,Talisman,Passive,Horseback,1.2,1.2,Increases damage by 1.2x for 20 seconds when poison/scarlet rot is triggered within 7m
Kindred of Rot's Exultation,Talisman,Passive,KickStomp,1.2,1.2,Increases damage by 1.2x for 20 seconds when poison/scarlet rot is triggered within 7m
Kindred of Rot's Exultation,Talisman,Passive,Magma,1.2,1.2,Increases damage by 1.2x for 20 seconds when poison/scarlet rot is triggered within 7m
